Cores,Frequency,L2cache,FSB,Mult.,Voltage,TDP,Socket,Partnumber(s),GPUfrequency,I/O bus,Memory,Burst,GPUmodel,Connectivity,SDP,Model Number,Front Side Bus,Multiplier,Mult,L2 Cache,Turbo,L3cache,Turbo Boostall-core/2.0(/max. 3.0),Atom (ULV),Atom (ULV).1,Unnamed: 2,Feature size,Unnamed: 4,x86,x86.1,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Base / Boost / TVB Clocks (GHz),GPU EU,GPU Max freq,Price,Model number,Clock speed,Cache,Cache.1,FSB speed,Threadsper core,TDP (W),Cache.2,Price (USD),Clock speed.1,QuickPath,Freq. (GHz),FSB (MHz),Voltage (V),Freq.,Power,Power.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,Freq. (MHz),L1cache,Model numberClock speed,sSpec number,Front-side bus,Clock multiplier,Voltage range,Part number(s),Core stepping,64-bit,FrqGHz,FSBMT/s,VT-x,P-core (performance),P-core (performance).1,P-core (performance).2,P-core (performance).3,E-core (efficiency),E-core (efficiency).1,E-core (efficiency).2,E-core (efficiency).3
2.0,1.6,1.0,,,0.3–1.2 V,66.03544956493715,78.0,DG8065101274708,400 MHz,94.0,2 × LPDDR2-1066,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,1.0,,,0.3–1.2 V,66.03544956493715,56.0,DG8065101418902 DG8065101418900,400 MHz,94.0,2 × LPDDR2-1066,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.8,1.0,,,,66.03544956493715,56.0,DG8065001313500,533 MHz,94.0,2 × LPDDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.33,1.0,,,,66.03544956493715,183.0,FH8065301455695,311-667 MHz,94.0,2 × LPDDR3-1066,2 GHz,46.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.33,1.0,,,,66.03544956493715,183.0,FH8065301574827,313-688 MHz,94.0,1 × DDR3L-1333,2 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301685597,311-646 MHz,94.0,1 × DDR3L-1333 (64-bit),1.83 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301685963,311-646 MHz,94.0,1 × DDR3L-1333 (32-bit),1.83 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,184.0,FH8065301685598,311-646 MHz,94.0,1 × DDR3L-1333 (64-bit),1.83 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,184.0,FH8065301685965,311-646 MHz,94.0,1 × DDR3L-1333 (32-bit),1.83 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,184.0,FH8065301685500,313-646 MHz,94.0,1 × DDR3L-1333 (64-bit),2.16 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,184.0,FH8065301685971,313-646 MHz,94.0,1 × DDR3L-1333 (32-bit),2.16 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301455601 FH8065301455693,311-667 MHz,94.0,2 × LPDDR3-1066,1.86 GHz,7.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301574801 FH8065301574825,313-688 MHz,94.0,1 × DDR3L-1333,1.86 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301455630,311-778 MHz,94.0,2 × LPDDR3-1066,1.86 GHz,7.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.33,2.0,,,,66.03544956493715,183.0,FH8065301574844,311-792 MHz,94.0,1 × DDR3L-1333,1.83 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.46,2.0,,,,66.03544956493715,183.0,FH8065301455604 FH8065301455691,311-667 MHz,94.0,2 × LPDDR3-1066,2.39 GHz,7.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.5,2.0,,,,66.03544956493715,183.0,FH8065301574800 FH8065301574823,313-688 MHz,94.0,1 × DDR3L-1333,2.41 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.46,2.0,,,,66.03544956493715,183.0,FH8065301455629,311-778 MHz,94.0,2 × LPDDR3-1066,2.39 GHz,7.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.49,2.0,,,,66.03544956493715,183.0,FH8065301574843,311-792 MHz,94.0,1 × DDR3L-1333,2.41 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.49,2.0,,,,66.03544956493715,183.0,FH8065301455637,313-833 MHz,94.0,2 × LPDDR3-1333,2.41 GHz,7.0,,2.2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.59,2.0,,,,66.03544956493715,183.0,FH8065301455628,311-778 MHz,94.0,2 × LPDDR3-1066,2.39 GHz,7.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.44,2.0,,,,2.0,184.0,FJ8066401836609,200-500 MHz,94.0,1 × DDR3L-1600,1.84 GHz,44.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.44,2.0,,,,2.0,184.0,FJ8066401836619,200-500 MHz,94.0,1 × DDR3L-1600,1.92 GHz,12.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.44,2.0,,,,2.0,184.0,FJ8066401836620,200-500 MHz,94.0,1 × DDR3L-1600,1.92 GHz,5.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.44,2.0,,,,2.0,183.0,FJ8066401715814 FJ8066401715842,200-600 MHz,94.0,2 × LPDDR3-1600,2.24 GHz,5.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.44,2.0,,,,2.0,183.0,FJ8066401715843,200-600 MHz,94.0,2 × LPDDR3-1600,2.4 GHz,12.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,2.0,183.0,FJ8066401715809 FJ8066401715825,200-600 MHz,94.0,2 × LPDDR3-1600,2.4 GHz,6.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,2.0,183.0,FJ8066401715827,200-600 MHz,94.0,2 × LPDDR3-1600,2.56 GHz,6.0,,2 W,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.6,0.512,,,0.8–1.175 V,3.0,51.0,CT80618005844AA,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.6,0.512,,,0.8–1.175 V,3.0,51.0,CT80618005844AB,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.2608191223688907,0.512,,,0.8–1.175 V,3.0,51.0,CT80618005841AA,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.2608191223688907,0.512,,,0.8–1.175 V,3.0,51.0,CT80618005841AB,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.3,0.512,,,0.8–1.175 V,3.0,51.0,CT80618003201AA,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.3,0.512,,,0.8–1.175 V,3.0,51.0,CT80618003201AB,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.6,0.512,,,0.8–1.175 V,4.0,51.0,CT80618007035AA,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.6,0.512,,,0.8–1.175 V,4.0,51.0,CT80618007035AB,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.6,0.512,,,0.8–1.175 V,2.0,45.0,CY80632007227AB,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.6,0.512,,,0.8–1.175 V,2.0,45.0,CY80632007227AA,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.2608191223688907,0.512,,,0.8–1.175 V,3.0,45.0,CY80632007221AB,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.2608191223688907,0.512,,,0.8–1.175 V,3.0,45.0,CY80632007221AA,320 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.3,0.512,,,0.8–1.175 V,3.0,45.0,CY80632007224AB,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.3,0.512,,,0.8–1.175 V,3.0,45.0,CY80632007224AA,400 MHz,66.0,1 × DDR2-800,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.33,1.0,,,,3.0,40.0,FH8065301989700 FH8065301989701 FH8065301989701 FH8065301989701,,94.0,1 × DDR3L-1066,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.46,0.512,,,,5.0,40.0,FH8065301567411 FH8065301567414 FH8065301567416 FH8065301567416 FH8065301567416,400 MHz,94.0,1 × DDR3L-1066,,7.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.33,1.0,,,,6.0,40.0,FH8065301567311 FH8065301567313 FH8065301567315 FH8065301567315 FH8065301567315,533 MHz,94.0,1 × DDR3L-1066,,7.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.46,1.0,,,,7.0,40.0,FH8065301542213 FH8065301542215 FH8065301542217 FH8065301542217 FH8065301542217,533-667 MHz,94.0,2 × DDR3L-1066,,7.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.75,1.0,,,,8.0,40.0,FH8065301487916 FH8065301487918 FH8065301487920 FH8065301487920 FH8065301487920,542-792 MHz,94.0,2 × DDR3L-1333,,7.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.91,2.0,,,,10.0,40.0,FH8065301487715 FH8065301487717 FH8065301487719 FH8065301487719 FH8065301487719,542-792 MHz,94.0,1 × DDR3L-1333,,7.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.04,2.0,,,,5.0,40.0,FH8066501715946,320 MHz,94.0,2 × DDR3L-1600,2.0 GHz,44.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.3,2.0,,,,6.0,42.0,LH8066803102701,400–550 MHz,94.0,4 × DDR3L-18664 × LPDDR4-2133,1.8 GHz,18.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,9.0,42.0,LH8066803102401,400–600 MHz,94.0,4 × DDR3L-18664 × LPDDR4-2133,1.8 GHz,18.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,2.0,,,,12.0,42.0,LH8066803102601,500–650 MHz,94.0,4 × DDR3L-18664 × LPDDR4-2400,2 GHz,20.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,1.0,,,,4.0,46.0,FH8070304289582,,94.0,4 × LPDDR4X-42672 × DDR4-3200,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.2,1.5,,,,6.0,46.0,FH8070304243807,350–750 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,3.0 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.2,1.5,,,,6.0,46.0,FH8070304289568,350 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.5,1.5,,,,9.0,46.0,FH8070304243865,500–750 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,3.0 GHz,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.5,1.5,,,,9.0,46.0,FH8070304289591,400 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,,87.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.8,1.5,,,,12.0,46.0,FH8070304243808,500–750 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,3.0 GHz,91.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.9,1.5,,,,12.0,46.0,FH8070304289558,400 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,,91.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.9,1.5,,,,12.0,46.0,FH8070304289690,400 MHz,94.0,4 × LPDDR4X-42672 × DDR4-3200,,91.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,1.024,,,,8.0,41.0,DH80S1220,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,1.024,,,,6.0,41.0,DH80S1240,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,1.024,,,,8.0,41.0,DH80S1260,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,1.024,,,,11.0,41.0,DH80S1269,,18.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,1.024,,,,13.0,41.0,DH80S1279,,30.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,1.024,,,,14.0,41.0,DH80S1289,,30.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.7,1.0,,,,6.0,41.0,FH8065401488914 FH8065403552901,,29.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.7,2.0,,,,9.0,41.0,FH8065401488915 FH8065403552801,,36.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,2.0,,,,14.0,41.0,FH8065401488912 FH8065403552700,,36.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.7,4.0,,,,12.0,41.0,FH8065401488919 FH8065403552500,,36.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.4,4.0,,,,20.0,41.0,FH8065401488906 FH8065403552600,,5.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.25,1.0,,,,6.0,41.0,FH8065501516754 FH8065503553800,,29.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,1.0,,,,7.0,41.0,FH8065503680000,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.7,1.0,,,,7.0,41.0,FH8065501516761 FH8065503553701,,36.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.7,1.0,,,,7.0,41.0,FH8065501516711 FH8065503553601,,36.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.25,2.0,,,,9.0,41.0,FH8065501516768 FH8065503554000,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.4,2.0,,,,10.0,41.0,FH8065503680100,,36.0,DDR3-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.7,2.0,,,,13.0,41.0,FH8065501516710 FH8065503553501,,5.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,2.0,,,,15.0,41.0,FH8065501516762 FH8065503553400,,5.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,2.0,,,,15.0,41.0,FH8065501516709 FH8065503553200,,5.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.0,4.0,,,,18.0,41.0,FH8065501516708 FH8065503553300,,5.0,DDR3/3L-1333,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.4,4.0,,,,20.0,41.0,FH8065501516763 FH8065503553100,,5.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.4,4.0,,,,20.0,41.0,FH8065501516702 FH8065503553000,,5.0,DDR3/3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.6,4.0,,,,9.0,43.0,HW8076502639802,,32.0,1 × DDR4-18661 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,4.0,,,,11.0,43.0,HW8076504087602,,3.0,1 × DDR4-18661 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.5,4.0,,,,8.0,43.0,HW8076502639602,,3.0,1 × DDR4-18661 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.8,4.0,,,,10.0,43.0,HW8076504489901,,3.0,1 × DDR4-1866,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.3,8.0,,,,10.0,43.0,HW8076504511101,,3.0,1 × DDR4-1866,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.6,8.0,,,,11.0,43.0,HW8076503693501,,37.0,2 × DDR4-18662 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.1,8.0,,,,15.0,43.0,HW8076502444301,,4.0,2 × DDR4-21332 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.2,8.0,,,,16.0,43.0,HW8076502639302,,4.0,2 × DDR4-21332 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2.4,8.0,,,,17.0,43.0,HW8076504490101,,11.0,2 × DDR4-2400,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.7,16.0,,,,17.0,43.0,HW8076502640002,,7.0,2 × DDR4-21332 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2,16.0,,,,21.0,43.0,HW8076502639002,,4.0,2 × DDR4-21332 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.2,16.0,,,,25.0,43.0,HW8076502639402,,7.0,2 × DDR4-24002 × DDR3L-1600,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2.4,16.0,,,,26.0,43.0,HW8076504490001,,11.0,2 × DDR4-2400,,32.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
